text	user_id	news_id	cluster
And only one senator	782227160136310785	politifact14548	3
yes it does...cooiiiiiiiiiiiiiiicidence? I THINK NOT!!	3003822064	politifact14548	3
Gets any whiter it will be clear.	2385836731	politifact14548	3
So MIA in Utah lost?	1250063281	politifact14548	3
Hurd in Texas	145300511	politifact14548	3
Wow...	2271836156	politifact14548	3
Will Hurd in TX23 is black. Assuming he still wins but I believe he will/did	204221187	politifact14548	3
Shameful...	416075713	politifact14548	3
"Key things to say/do to win a beauty pageant: Smile, say ""world peace,"" & ""for the children.""

Key things to mention if you want to represent the RepublicKlan party: Be SURE & use the n-word. Add something dehumanizing about women, migrants, or LGBTQ to seal the deal.

#Amerikkka"	785336082598498304	politifact14548	3
Talk about it!	872752869446909952	politifact14548	3
Pretty soon it be skeletal	2207574942	politifact14548	3
So do their voters	336202022	politifact14548	3
And hopefully older and older and older.	1287439038	politifact14548	3
Sounds about white	177838244	politifact14548	3
Don't forget older!	833782463394672640	politifact14548	3
Mia Love, girl bye lol	19850452	politifact14548	3
And why is that surprising?	940790680082878464	politifact14548	3
nope..not one black republican in the house and none in the senate either, unless you counting tim scott as black	375814969	politifact14548	3
Trump is a great sales man he talks what people want to hear if you question it than your the enemy	1852459760	politifact14548	3
They aint trying to make us believe anything different than how they have been acting. Believe them. Thats who they are.	762399812658397184	politifact14548	3
Shaun, you taking me out in this salon 	39403104	politifact14548	3
And older.	1143325676	politifact14548	3
Straight up #facts!	35267748	politifact14548	3
Just a matter of time before they rename themselves the Nasionale Party	2380983978	politifact14548	3
I believe Will Hurd is up 700 in Texas 23...	22447339	politifact14548	3
It looks like Will Hurd will hang on... barely	40554209	politifact14548	3
And older and older	139972480	politifact14548	3
I wish they would just overtly call themselves the Racist party of America instead of trying to find new methods of obfuscation	1050419107978391552	politifact14548	3
Any numbers with Florida gov race	448201898	politifact14548	3
Correct me if I'm wrong but Democrats are still supporting racist policies that destroy families, communities and ruin the lives of POC or did the drug war and police violence suddenly end because of 30 house races?	566474989	politifact14548	3
"The incoming US House Freshmen of one Party looks like America.

The other looks like a German Bund meeting in the Thirties.

Depicted here, the correct one is rising from below.

#Resist #ImpeachTheMoron #BlueWave2020 #MuellerIsComing"	2855768843	politifact14548	3
Will Hurd so yes one they only had two to begin with Mia Love and Will Hurd now they just have Hurd	905555946390392833	politifact14548	3
I guess #Blexit wasn't the roaring success we were promised.	249223074	politifact14548	3
Ok thought that when I saw Mia lost...I couldn't think of any...they would prance and place Mia behind Grump when he spoke sometimes...for optics y'know...	64452962	politifact14548	3
"Fallacy... Democrats have non-white members in the House, therefore, Democrats care about non-white people. All the while, Democrats keep saying and doing stuff that prove otherwise ""in spite of the bulls--t they want us to believe""."	108505364	politifact14548	3
What bout Bill Hurd down in TX.  They still haven't called that have they?  I think it is only a few hundred between him and Gina Ortiz.	18048275	politifact14548	3
Wait. Mia Love was the only???	845367787	politifact14548	3
I wonder why is that? 45 has did so much for African americans! Lol	3178540380	politifact14548	3
And older	2224408518	politifact14548	3
White men over the age of 40 were literally the only demographic (when sorting purely by race and gender) to vote Republican. Every other racial/ gender group preferred Democrats yesterday.	800018692876570624	politifact14548	3
ha ha ha GFY	413347462	politifact14548	3
And older and older	841069023546728448	politifact14548	3
And less women too	764416182426406913	politifact14548	3
Its what they really mean when they say 'Blexit'	862332923998912512	politifact14548	3
I believe you are correct. I've been trying to work on this all morning by myself.	826919224622866437	politifact14548	3
And more male...	842579180340441088	politifact14548	3
HISTORIC Republican agenda	866790059802079234	politifact14548	3
Go after the Secrtaries of State. We need the levers of power.	367040102	politifact14548	3
Exactly	895760892998103042	politifact14548	3
No lies told.......	936332994087878658	politifact14548	3
Nope, they don't.  I'm trying to figure out how Tim Scott is hanging around so long.	1000530700607610881	politifact14548	3
They lost 2 yesterday	1035713423563268096	politifact14548	3
It is the White Nationalist Party.	915947451089072129	politifact14548	3
Congresswoman Diane Black (R - Tenn). She's white, but Trump wants partial credit for her last name.	822157988022616064	politifact14548	3
The #GOP has become, whiter, more Male, more older, more self-entitled, more privileged and totally #Corrupt	4870266293	politifact14548	3
Dems voted for a white man, such as yourself,  instead of Mia Love	414361413	politifact14548	3
Just got an Asian woman in Cali but okay.	825187944524812292	politifact14548	3
You don't think it has something to do with how other members of your community continually insult black people from having differing views from the Democratic party?	246953365	politifact14548	3
They are voting their interests and their wallets. Republicans don't give a rat's crap about your feelings. Democrats have to change their tactics. Fight with money. Those who know the rules can participate. Those who master the rules win.... exhibit A Mitch McConnell.	822588373307158529	politifact14548	3
Like trump, they're the party of white nationalism.	946586140370440192	politifact14548	3
If you are a POC and a R in the House of Representatives or a butcher, baker, candlestick maker you are officially a Caucasian by default so...	41060778	politifact14548	3
Most democracies have at least one left wing party and at least one right wing party. We have a right wing party and a white nationalist party.	315719086	politifact14548	3
Well, they are the Trump White Supremacy party!	49479101	politifact14548	3
"In Spite of what now?  Steve King publicly asserted that the Nazi party and the Republican party ran mostly the same platform.  

They're not even pretending to be anything other than the rich old white guy party anymore."	961796666415353857	politifact14548	3
Okay, America votes them in. Where are you going with this?	1060949403027062784	politifact14548	3
Yet there are some Blacks who feel that old White men are their Saviours. But Dems are the ones who embraces diversity.	16687720	politifact14548	3
Well, you know, if those racist Democrats hadnt run candidates against the republican people of color, they'd still be elected .	434416721	politifact14548	3
Did Will Hurd of Texas lose?	893108726722330624	politifact14548	3
But a TON of women	814398724654977025	politifact14548	3
White Nationalism is real	797993251785601024	politifact14548	3
"a nationalist 'creedo';(p)...a ""Freudian  Slip"" happened today..."	264020507	politifact14548	3
'Hoping to see them ALL become as pale as Death.	2450512980	politifact14548	3
"They are Dinosaurs
Tick! Tick! Tick!"	869192319324520449	politifact14548	3
You Ain't NEVA LIED!!!	146591990	politifact14548	3
When are you gonna run for one of these offices?	414260198	politifact14548	3
What!? Oh My Gosh! Call Candace Owens!	989380433258332160	politifact14548	3
And there is the opportunity for Blacks, Trump showed the way..	2349102110	politifact14548	3
Whiter and more male, right?	7981932	politifact14548	3
As designed	488809452	politifact14548	3
not to discredit the point, but my district just elected a republican Korean woman	21711135	politifact14548	3
Yea but your two presidental candidates are old white guys too lol	852314384890302464	politifact14548	3
And old.	468082607	politifact14548	3
"We prefer ""experienced""."	852057613	politifact14548	3
Dianne Feinstein is 85.  Men her age, no matter the party, don't dye their hair, (if they still have any).	852057613	politifact14548	3
They did run black candidates...	181577168	politifact14548	3
Sssh. Facts don't matter to these folks. I voted for an African American congressmen my area. He lost. They'll just keep saying it's the party of racism. It works. Reality be damned.	796285658444730368	politifact14548	3
Not all Republicans are racist. However, racists feel awfully comfortable and at home in the Republican Party. You should ask yourself why that is.	912427560126033920	politifact14548	3
I didn't say it wasn't the party of racism. Can I introduce you to a man named Brian Kemp? Maybe you have heard of Steve King?	181577168	politifact14548	3
When I said they, I mean liberal advocates in general call the party racist. That's not the case. I know plenty of people from all walks of life that are conservative. But the right still gets saddled with the label. It's a wrong label.	796285658444730368	politifact14548	3
Sounds like republicans only show up if their candidate is white 	889380910285586432	politifact14548	3
Kanye.	15654267	politifact14548	3
The problem is not any black man or woman being conservative. The issue is supporting candidates that are racist, corrupt, corporatist, and don't have the communities best interests at heart.	23886193	politifact14548	3
Kemp was running the election. Was he dabbling in voter fraud as well as voter suppression?	3297729197	politifact14548	3
I never voted my dem party straight across either. Until now	28836065	politifact14548	3
Thinking the agendas are racist is even more lazy.	1041699627580317696	politifact14548	3
97% Voting the same way by definition are lazy and ingo4ant who care not about issues.	1428809815	politifact14548	3
How did he suppress voting rights ??	703195817	politifact14548	3
"Call it ""strong armed robbery"""	570515391	politifact14548	3
Absolutely. Long voting lines due to the lack of working machines...voters purged from the roll. This is clearly robbery.	26499531	politifact14548	3
Never voting straight ticket just because you perceive it to be lazy is no better than those who do so blindly. If all the candidates on a particular ticket align with my ideals/needs then I'm gonna vote straight ticket.	1002018872709582849	politifact14548	3
People have been black shaming voters for years and it is a form of voter suppression in and of itself.	1002018872709582849	politifact14548	3
Well said	26499531	politifact14548	3
It make sense though. Black men want white acceptance, they have conservative views regarding LGBT issues. Unfortunately, they too vote against their interest	36548711	politifact14548	3
In the words of Farrakan the slaves always need validation.	7906172	politifact14548	3
NO, we are not giving up our 2nd amendment rights, which is what the Democrats want.	4320426220	politifact14548	3
I own half a dozen fire arms. There would be no harm in a background check, mental health check, or a waiting period. No harm in making domestic abusers unable to keep a firearm. If you did that, most mass violence would be eliminated and people would stop talking about your ar15	967577204925321217	politifact14548	3
So nothing but your second amendment matters?	7906172	politifact14548	3
Pavlovian dog whistle, strikes again.	178964079	politifact14548	3
Dude, no one is trying take guns away. Stop listening to fox. Just a national background check and waiting period. I love guns more than anyone. I was in the military and shot weapons that civilians can only dream of. We want control not a ban!	36548711	politifact14548	3
18% of black women voted for desantis	334634593	politifact14548	3
Yep read that also.	26499531	politifact14548	3
"They have some Asians though!

...as an Asian American, I can't say I'm proud of that"	586918186	politifact14548	3
I am assuming that is Young Kim (CA)?	763387695498264576	politifact14548	3
And people of color and other minority groups keep voting for them. 39% of Latino men voted for Ted Cruz, I don't even see the sense in that.	796613508293132288	politifact14548	3
The last name only. 	28921952	politifact14548	3
maybe because he's Cuban or they just agree with his policies?	872473136373092352	politifact14548	3
Well vote for them. Like John James who was a great candidate and 90% of Black people voted against him because they were told to	1156315362	politifact14548	3
So much about about trying to get black people vote for them. Candace Owens	24491044	politifact14548	3
Mia Love........ Maybe......	2777586889	politifact14548	3
She's losing	74149816	politifact14548	3
She's in a tough race with Ben McAdams atm, so they could either have 1 or 0 and its close so.....	2777586889	politifact14548	3
Oh and Will Hurd, but he's also in a very very close election.	2777586889	politifact14548	3
Lost in Utah 	2731579588	politifact14548	3
Ikr, but the district has some dem dna, but its not over yet I don't think.	2777586889	politifact14548	3
I hope so...	2731579588	politifact14548	3
It's the Dems who were working so hard against her.  They said she was too close to Trump.  Damned if you do, damned if you don't.	3161932205	politifact14548	3
To a white male...wtg dems. It's but so fun when your identity politics backfires on you.	17802081	politifact14548	3
Not A One	865845521608527872	politifact14548	3
Will Hurd	152353621	politifact14548	3
"Or, as E. M. Forster put it in 'A Passage to India,' ""Pinky-grey."""	712327772270665728	politifact14548	3
"I just go with 'pink'.
It's amazing how apoplectic with fury certain people get when you point out to them that they are in fact 'pink-supremacists'....."	984763902356533248	politifact14548	3
Tim Scott, William Hurd, Mia Love.	2882177373	politifact14548	3
Its the fact that gop across the board seems to coincidentally have no POC representing the party at the federal level	1895685146	politifact14548	3
Could that be due to POC mostly running as Democrats or Republican POC lose their race? The  story would be if GOP are stopping POC from running as Republicans.	2882177373	politifact14548	3
Scott is in Senate, not the House.  Love lost her reelection bid.	871175336	politifact14548	3
"Can't trust the internet, When I looked yesterday he was listed in the house, today I see you are correct. Yeah, Love lost, but that's not the GOP trying to get ""whiter and whiter"", as Shaun seemed to be inferring. She and they probably wanted to win that seat."	2882177373	politifact14548	3
"You can trust the internet. You can't trust everyone and anyone on the internet.  That's the mistake people make.  

Also, Trump is gloating about Mia Love losing her race, and he's the head and face of a GOP that embraces white supremacists but...I'm sure you're right."	871175336	politifact14548	3
Wow looks like it	155585042	politifact14548	3
They have Mia Love, but perhaps not for long if she loses against Ben McAdams.	799372922313908224	politifact14548	3
And I don't blame any minorities not joining the GOP sir.	3002694216	politifact14548	3
She lost.	958150748000276480	politifact14548	3
Omg. Do you have a link, Stealth? I can find absolutely nothing telling me definitively. It is (was?) a close race.	799372922313908224	politifact14548	3
Trump said it so I assumed media had confirmed because he was so anxious to blame her for not supporting him.  68% counted this am and McAdams still leading by over 2	958150748000276480	politifact14548	3
did TIm Scott from South Carolina lose?	275845047	politifact14548	3
You're right.. coming from a Conservative	1010415253497114624	politifact14548	3
Why would they be GOP?	92922878	politifact14548	3
thi is now in the NY times site... doe we know ANYTHING???? #FloridaRecount	209467518	politifact14548	3
Comon Pat. No more ridiculous than 95% of the baloney King spews. 	1022110984964587521	politifact14548	3
We will have to disagree on that	262493882	politifact14548	3
There is one. Mia Love (UT - 4th)	107815024	politifact14548	3
You're right. Just checked	107815024	politifact14548	3
John James(R-MI) received more votes than a Reoublican in MI has ever received for HOR.  Yet, he lost.  I guess it's the dems who don't want to vote for him.  Shameful	33404050	politifact14548	3
Exactly. Minority conservatives are not welcome in the Dem party	87796919	politifact14548	3
Good. We find the Democratic party disgusting. Win-win situation.	62556638	politifact14548	3
I need your help	198534385	politifact14548	3
Was there any black republicans running?	904526564485763072	politifact14548	3
Yes there were Blacks running. Jane Powdrell-Culbert (R-NM) won.	3931550712	politifact14548	3
As the browning of US America continues, republicans gets more white: what does this tell us?	607389928	politifact14548	3
Who took the seat held by Mia Love again?	483048291	politifact14548	3
STill counting.	3161932205	politifact14548	3
The Mayonnaise Party	2891869364	politifact14548	3
Good tweet right there	799346923882868736	politifact14126	3
LOL!  :)	455571514	politifact14126	3
DURING THE ADMINISTRATION OF THE FIRST BLACK AMERICAN PRESIDENT, IN OCCURENCE, BARACK HUSSEIN OBAMA THE GREAT, TRUMP LIED ALOT...	552781126	politifact14126	3
TRUMP HAD ALL THE FAKE NEWS-----LIKE OBAMA WAS NOT BORN HERE; LIKE OBAMA DID NOT GO TO COLUMBIA UNIVERSITY; LIKE OBAMA WAS MUSLIM	552781126	politifact14126	3
NOW, TRUMP FOUND OUT THAT IF HE STRIKES BY THE SWORD, HE MUST DIE BY THE SWORD; KARMA WHAT YOU DO WRONG COMES BACK TO HUNT YOU !!	552781126	politifact14126	3
lol - not sure about that but we can all agree that Trump voters got it wrong because they are dumb.	865938583588405249	politifact14126	3
Wow! Does free vodka come with?	749453758506135557	politifact14126	3
So damn funny. Excellent parody. When truth is stranger than fiction.	470987917	politifact14126	3
its all so rediculous	854823425969459200	politifact14126	3
"I am proof. 
*takes a shot of vodka at 8:38 in the morning"	849391143985041413	politifact14126	3
I have to go to home depot for a new front  door in case for the fed thinks a knock won't do it	353384834	politifact14126	3
.....	930979722	politifact14126	3
MAGA I guess I'm Russian pass the vodka	864301771199479808	politifact14126	3
They had better rethink this in short fucking order! #MAGA	821206875072888833	politifact14126	3
Niet	220421961	politifact14126	3
Nonsense. Now back to my favorite music.	1164839334	politifact14126	3
Caught me...	1418897785	politifact14126	3
Finally my wife and I can shed this terrible american accent and once again use the native language of our beloved mother russia.	776497784622944256	politifact14126	3
#MSM #DemocraticParty #Obama #Clinton #Podesta #Comey #Lynch bicoastal elites all going bonkers figuring how unlikable DJT won #Election2016	157199202	politifact14126	3
I'm so sorry! I have two Russian friends and I took Russian lit, history and geography in college. Should I turn myself in?	881911535353942017	politifact14126	3
"ALL who VOTED for & SUPPORT PRESIDENT Trump should use
the #I'MARUSSIAN........"	231641765	politifact14126	3
That so funny	4853922562	politifact14126	3
"VODKA Sales up 150% since Election !! 
 < Chasers !! "	1612704715	politifact14126	3
Unwitting, yes.	3809823136	politifact14126	3
Da! I knew it! I have been speaking Russian ever since I voted! Now I know why!	498204592	politifact14126	3
so if the country didn't know clinton had improper unscrupulous dealings, the country would be better off?	38475099	politifact14126	3
in what way did russia hack the voting machines or proof they swayed voters by hacking existing emails and releasing it via wikileaks?	38475099	politifact14126	3
Whatever they are smokin' I want some	14545497	politifact14126	3
Linking to a neo- nazi sight. I'm out of here.	16590220	politifact14126	3
Lol	79769567	politifact14126	3
Why would you promote or share the content of the Stormer, which is overtly racist and anti-Semitic and run by white supremacists?	183068698	politifact14126	3
It was a humor	26410248	politifact14126	3
"Fair point. I've never heard of ""Stormer"". I just appreciated the obvious satire/wit that was content of one tweet."	83478370	politifact14126	3
I get it. It was a funny headline, and you didn't know the source. Thanks for responding.	183068698	politifact14126	3
Give thanks to Captain Obvious...Comey.	340597105	politifact14126	3
Sadly some morons are gonna see this and run with it as gospel truth.	1581892651	politifact14126	3
Damn, busted!	264933553	politifact14126	3
Lol	1035115242	politifact14126	3
Funny but Dems would believe it.	76064527	politifact14126	3
This hits #1 on my list of the stupidest things I've ever read	1439548369	politifact14126	3
I believe it's an attempt at humor with some sarcasm mixed in	23681268	politifact14126	3
Yes!   I think the FBI owns Hollywood.	15548853	politifact14126	3
A he's drunk	158076899	politifact14126	3
Thanks for the morning laugh, it made me spit out my coffee!!	2841838419	politifact14126	3
OMG All of the Demonrats Bots are going to believe this without understanding that it is satire!  	2391530940	politifact14126	3
Bozhe Moi!	259291600	politifact14126	3
This one is really good, I couldn't stop laughing. Good job!	821743694369923075	politifact14126	3
This has to be the most preposterous thing I've ever heard. Guess, I'm a Russian agent	775273607324921856	politifact14126	3
I knew it!! Bombshell...It's always the Russians. Vodka	760268201997508608	politifact14126	3
Ah, thanks for the laugh, The Dems have gone bat shit crazy with this Russian hoax, Dems are laughable ridiculous!	2179367215	politifact14126	3
Your very smart... Comrade	4186795040	politifact14126	3
Was Tequila for MeAnd Vodka & Rum ~ Trying to make a Black Russian forgot the recipe. Russians Made Me Do ItI'm Innocent	712282144307974145	politifact14126	3
Amen. Me too	97011274	politifact14126	3
ARF-ARF-ARF	806200381126701057	politifact14126	3
Their is no Russian ties it is a fairy tale dream up all the Obama Adm.and the bias networks has ramble on,on,on,show the prove.	1020735714	politifact14126	3
I do believe he is a cheese eater I have no trust in this man I think he is up to his neck in the cover up and show prove please.	1020735714	politifact14126	3
Nyet, nyet. Ne Pyccki. Ya Americancki.	594672381	politifact14126	3
Huh... never knew I was Russian. Thanks for letting me know Comey! 	822233350450675712	politifact14126	3
haha.....had to have been posted on April Fools...was pretty darn funny though!!	1942491492	politifact14126	3
In that case I must be a Russian as well 	1602046284	politifact14126	3
Ok you caught me 	824096965273063425	politifact14126	3
Almost suckered me in...	2429313248	politifact14126	3
Got any more??	31117142	politifact14126	3
You just showing or have you had it?	31117142	politifact14126	3
Just showing...	50846751	politifact14126	3
HAHA!!! My Sides :)	93667733	politifact14126	3
OMG.... THIS IS HILARIOUSLY INSANE !!!!! I WONDER WHO IS GOING TO TAKE THIS SERIOUSLY LOL	1086882151	politifact14126	3
Oh my	985580779	politifact14126	3
WAIT do we get pay checks ???	27122356	politifact14126	3
Maybe you got space beamed!  Lol. Hey, the Irish can be FSB (formerly KGB) too!	824547414	politifact14126	3
This story seems like Russian propaganda. Question it!	81220256	politifact14126	3
DA GOODSKI!!!!	3286868286	politifact14126	3
"Yeah I right u mean for HillObom 
A&the DemTards Maxine has some lovey-dovey money flying around with some Russian dressing on it"	4244457140	politifact14126	3
lmao.	805323500890292224	politifact14126	3
How stupid can they be.	771275374084907008	politifact14126	3
From the tea party? More fake news!	816599048891174912	politifact14126	3
"""captured"" we're they out to get this shark or something"	2293849102	politifact14309	3
sucks he killed it 	212008928	politifact14309	3
Why not leave the poor creature in the Great Lake, so sad	882069439	politifact14309	3
Great Lakes ??? I doubt that, and there is nothing to smile about, Ignorance is killing off the Shark species	366049929	politifact14309	3
honey the Great Lakes are fresh water and in the middle of the country	386573370	politifact14309	3
#fakenews	173150882	politifact14309	3
just looked this up its fake bad louise bad	39870156	politifact14309	3
wow	39870156	politifact14309	3
fake story	30035250	politifact14309	3
Huh? Fake news, alternative facts? Sad picture indeed. I say no to trophy hunters and actually posers as well. Don't believe it	210658445	politifact14309	3
These fake news sites are so stupid. Mass hysteria 2 cause more fear against something that can't even survive in fresh water.	37527655	politifact14309	3
The picture makes me sad, but is the story legit? I thought only Bull sharks swapped salt & fresh water? Is this confirmed?	42488063	politifact14309	3
I don't think the story is legit but the photo is terrible!	3297449200	politifact14309	3
Story is fake but still a sad photo whereever it was taken	1196652246	politifact14309	3
they are everywhere!!	382872199	politifact14309	3
can't believe you fell for this.  lmao.	484958266	politifact14309	3
April fools right. ?	514849841	politifact14309	3
Dun dun....dun dun....dun dun dun	39039029	politifact14309	3
I sure hope this is true!	1537364828	politifact14694	3
The Morning Herald seems to have deleted that page - fake story?	914086227401461760	politifact14694	3
like the old Statesmen song , you better run	23936917	politifact14694	3
The Morning Herald seems to have deleted that page - fake story?	914086227401461760	politifact14694	3
you're fake with a fake mustache and fake fakery fakeness you faker.	2971178264	politifact13942	3
what!?	745307089489190912	politifact14259	3
omfg!	16394722	politifact14259	3
Probably never eating tuna again	467068737	politifact14259	3
wtf and they think just a replacement is good enough maybe for their family	2959308407	politifact14259	3
yep. Lost my biz.	440081268	politifact14259	3
OMG !!!	3941058081	politifact14259	3
#fakenews	22974400	politifact14259	3
"roses are red,
My shoes are Puma,"	387381687	politifact14259	3
this is disgusting	829789951495720960	politifact14259	3
right?	432930412	politifact14259	3
& reckless too. I wonder if some of these products are already in supermarkets.	829789951495720960	politifact14259	3
oh my god that's a scary thought!	432930412	politifact14259	3
Paging Jimmy Hoffa.	68234871	politifact14259	3
seriously you're telling me I ate a man in my tuna fish	167802279	politifact14259	3
I sure hope not!	61473986	politifact14259	3
Thank goodness this is not true.  I love me some Bumble Bee.	14773253	politifact14259	3
hope not.....just ate some for lunch today!	534848085	politifact14259	3
Was his name Charlie?	176406752	politifact14259	3
WHAT	304225798	politifact14259	3
Yeah, that was my reaction 	464857476	politifact14259	3
Wait, really?!	4908653785	politifact14259	3
Idk, doubt it. I googled it & it seems old. But the headline on the FB article made me sick & think of Ace Ventura. Lol	381404122	politifact14259	3
Hahahaha i was like 'fuck, what are you guys up to over there?!'	4908653785	politifact14259	3
"Hoping this is fake, but still probably tastes better than the cat food they pass off as ""tuna"" if not."	4761381683	politifact14259	3
I'm with ya.   #ChunkLite my arse!  I prefer #chickenofthesea #TunaRecall 	189725136	politifact14259	3
Well, I'm not Catholic, but I know what I'm giving up for Lent this year. (Besides Christianity)	4761381683	politifact14259	3
#Bahahaha #86TheTuna 	189725136	politifact14259	3
FYI It's satire	558072473	politifact14259	3
there are no words for how nasty and wrong this is.....	201854093	politifact14259	3
OMg- what a horrible way to die- and so needless!	33475365	politifact14259	3
This is the only statement I could find.	745324584027598848	politifact15268	3
"Does not matter. An allegged chemical attack is reason enough to initiate a new push for regime change with a ""retaliatory strike"". The #DeepState just would not give up. Never"	171836286	politifact15268	3
So Israel just attacked an innocent state. Will they be punished? 	1355733727	politifact15268	3
Where is the evidence now NATO.	716963075098853376	politifact15268	3
This may seem like obvious question, but who controls the Syrian Red Crescent? Is it independent?	33622022	politifact15268	3
"is this the Bush WMDs tactic by DT to DISTRACT us
and try to fear monger wars more wars yet"	1146470090	politifact15268	3
That's exactly what it sounds like! #WeaponsOfMassDestruction	143115107	politifact15268	3
Der syrische Rote Halbmond als Beleg. Ernsthaft?	922062059310927873	politifact15268	3
Source please!	35440543	politifact15268	3
Of course it would.	821970372031442944	politifact15268	3
Your text book false flag operation	980799524007497728	politifact15268	3
Al pa, kdo bi rekel za tole... imagine MY shock !	991330362	politifact15268	3
"The US supplied Saddam with Chemical weapons.  5,000 Kurd's killed. 1,000,000 Iranians killed. 
American Exceptionalism?

Kissinger - ""I hope they kill each other.""
US ""Israeli"" Foreign policy."	2938592060	politifact15268	3
American welfare for Americans who paid for and deserve it.	55819647	politifact15210	3
well done sir	745866908	politifact15210	3
Not holding my breath on the parasites that are fleezing our welfare system UK Taxpayers are being taken advantage of.	2784280027	politifact15210	3
God bless President Trump!	2358585408	politifact15210	3
Thank you Trump.  Now lets give them a month or two t leave or do without.  This could save enough to build the wall all on its own.	862662290	politifact15210	3
The Federal Immigration and Nationality Act Section 8 USC 1324 aiding and abetting illegals is a federal crime they shouldn't get anuthing	2236833270	politifact15210	3
or be allowed to stay period deport everyone of them immediately	2236833270	politifact15210	3
"YES, ""NEEDY Not GREEDY"""	899799837574438912	politifact15210	3
"In development stage nothing has been ended yet
This law is FAIR TO AMERICANS we have footed the bill for LAZY IMMIGRANTS TOO LONG NO MORE"	778885008	politifact15210	3
I can hear the unemployed libtards screaming at the sky	44987402	politifact15210	3
Big Amen to that, it's about time.	252325607	politifact15210	3
Wish he was here done what he said would do not like our mps frightened of offending immigrants	3305761223	politifact15210	3
Excellent	3899337568	politifact15210	3
About time the UK started thinking along the same lines, it would certainly slow down the amount breaking their necks to get here.	18271370	politifact15210	3
We will be free to do the same once we are out of the EU	414593163	politifact15210	3
Well done Mr President, how about a job in Britain?	1480057140	politifact15210	3
"This man must walk around pushing a wheelbarrow that enables him to carry his bollox. 

What an excellent move for the legal American tax payer."	883397454120460290	politifact15210	3
What a brilliant move!! Theresa May take note! You were voted in to take action on these issues now replicate Trump's move!!	628528944	politifact15210	3
Amazing! UK parliament please sit up and take note!	837691337650671616	politifact15210	3
Imagine do'r'eza may thinking of something so clinical?	724966739562364929	politifact15210	3
We should do that too	869824038402752513	politifact15210	3
That will slow down the flood- why are our gutless politicos not doing likewise?	2617689786	politifact15210	3
yip....welfare is why they come...close the Tap for the freeloaders	1618649419	politifact15210	3
...#FakeNews !!!!	119534385	politifact14896	3
This is dedicated to every police officer, firefighter and construction worker who voted for #Trump because they were angry that a black man became president. SMH	854345577085247488	politifact14896	3
Teachers have to pay for their supplies, cops buy their supplies...meanwhile, the rich made 5x more in the time it took me to write that...	32868629	politifact14896	3
Maybe the cops and firefighters will start supporting Democrats instead of the RepubliSCUM they have in the past?	80571256	politifact14896	3
Can't wait to see how his sycophants spin this.	819677401571414016	politifact14896	3
"Why are there still people supporting this ""person""? He's not really worthy of being classified as a human, nor are those who wrote and forced it through."	1083770376	politifact14896	3
Most people won't know anything about these changes until they file their 2018 taxes, in 2019. It's what Republicans are counting on in the 2018 election.	517906341	politifact14896	3
Obviously he has the backs of first responders...stabbed, that is.	840315604871610368	politifact14896	3
He is such a dick.	237042055	politifact14896	3
Of accurate hos minions will still ignore it and call it fake news..	291332908	politifact14896	3
He must not own a house in Southern California.	3063157563	politifact14896	3
Ok now I can agree with Trump just a bit on this particular issue	4020528976	politifact14896	3
That's going down hill	22989724	politifact14896	3
Previous three/four time bankrupt and pervert who managed to hoodwink enuf people to get elected. Classic case of everyone having to pay for the error of few. But the Donald can do no wrong in their eyes. Pretty effing sad.	1326990498	politifact14896	3
This guy eventually turns on everbody. Hope this is apparent to his base ,.all are expendable assets. Plastic spoons.	808719329839710209	politifact14896	3
There is no doubt about it, Trump IS a freak.	258081810	politifact14896	3
Winning!	760471516869951488	politifact14896	3
They should make more than you ,they actually work	797217910246739968	politifact14896	3
But they do make good photo of props for Trump	3182032326	politifact14896	3
Is he serious	2255922132	politifact14896	3
"Police Firefighters Teachers who now have NO write-off.
NONE of them get paid enough!
Dear God, this nightmare has to end soon! VERY soon!"	205841691	politifact14896	3
Pretty sure majority of teachers didn't vote for him. Pretty sure the opposite is true for cops.	2540175896	politifact14896	3
The standard deduction doubled.  I doubt they spend $12K on uniforms.	233559611	politifact14896	3
I doubt they spend less than $12K on state & local taxes of they live in NJ.	828016874063433729	politifact14896	3
Doesn't change the fact that these folks will see less benefit from this bill than those who don't pay these expenses. Why punish them, and not a rich guy with his jet?	719299941772845056	politifact14896	3
Seems fair since they are the ones with all the money, and the only ones who can pay w/o standard of living decline. Don't take $ from families who struggle.	719299941772845056	politifact14896	3
#wtfamerica	836227816064634882	politifact14896	3
And basically all First Responders, and nurses, and so on...	2665149903	politifact14896	3
Is anyone getting angry enough to stop the money flow to a government that is taking every  opportunity to strip you of as many things they can.   How far will the American ppl let the republicans go before they realize there will be no hope at all	823663695037337600	politifact14896	3
And to think the Fraternal Order of Police endorsed Trump in 2016.	382803422	politifact14896	3
This is actually a good thing... it will begin to stop direct response which us career guys have been trying to stop for years... Departments should supply all equipment to ensure its operational and safe	900857891778740224	politifact14896	3
Fair point	3191551753	politifact14896	3
Cops all voted for him 	946578266	politifact14896	3
But I thought he liked the police officers. Especially the ones who beat and abuse suspects	1689518178	politifact14896	3
Not a day goes by where an opportunity to be an asshole is missed.	54315703	politifact14896	3
#TrumpSucks	117293062	politifact14896	3
But most of them voted for him I bet	490565694	politifact14896	3
